long	string	int[]	long	int	int	int[]	int[]	int	int	int	int
66913		3	44010	1	90002	500000	1+0	8000		883	
66914		3	44011	1	90002	500000	1+0	8000		884	
66915		3	44012	1	90002	500000	1+0	8000		885	
66916		3	44013	1	90002	500000	1+0	8000		886	
66917		3	44014	1	90002	1000000	1+0	8000		887	
66918		3	44015	1	90002	300000	1+0	8000		888	
66919		3	44016	1	90002	300000	1+0	8000		889	
66920		3	44017	1	90002	300000	1+0	8000		890	
66921		3	44018	1	90002	300000	1+0	8000		891	
66922		3	44019	1	90002	500000	1+0	8000		892	
66923		3	41001	2	90002	30000	1+0	8000		893	
66924		3	41002	5	90002	30000	1+0	8000		894	
66925		3	41003	5	90002	30000	1+0	8000		895	
66926		3	41004	5	90002	30000	1+0	8000		896	
66927		3	41005	5	90002	30000	1+0	8000		897	
66928		3	41006	5	90002	30000	1+0	8000		898	
66929		3	41007	5	90002	30000	1+0	8000		899	
66930		3	41008	5	90002	30000	1+0	8000		900	
66931		3	41009	5	90002	30000	1+0	8000		901	
66932		3	41010	5	90002	30000	1+0	8000		902	
66933		3	41011	5	90002	30000	1+0	8000		903	
66934		3	41012	5	90002	30000	1+0	8000		904	
66935		3	41013	5	90002	30000	1+0	8000		905	
66936		3	41014	5	90002	30000	1+0	8000		906	
66937		3	41015	5	90002	30000	1+0	8000		907	
66938		3	41016	5	90002	30000	1+0	8000		908	
66939		3	41017	5	90002	30000	1+0	8000		909	
66940		3	41018	5	90002	30000	1+0	8000		910	
66941		3	41019	5	90002	30000	1+0	8000		911	
66942		3	41020	5	90002	30000	1+0	8000		912	
66943		3	41021	5	90002	30000	1+0	8000		913	
66944		3	41022	5	90002	30000	1+0	8000		914	
66945		3	41023	5	90002	30000	1+0	8000		915	
66946		3	41024	5	90002	30000	1+0	8000		916	
66947		3	41025	5	90002	30000	1+0	8000		917	
66948		3	41026	5	90002	30000	1+0	8000		918	
66949		3	41027	5	90002	30000	1+0	8000		919	
66950		3	41028	5	90002	30000	1+0	8000		920	
66951		3	41029	5	90002	30000	1+0	8000		921	
66952		3	41030	5	90002	30000	1+0	8000		922	
66953		3	41031	5	90002	30000	1+0	8000		923	
66954		3	41032	5	90002	30000	1+0	8000		924	
66955		3	41033	5	90002	30000	1+0	8000		925	
66956		3	41034	5	90002	30000	1+0	8000		926	
66957		3	41035	5	90002	30000	1+0	8000		927	
66958		3	41036	5	90002	30000	1+0	8000		928	
66959		3	41037	5	90002	30000	1+0	8000		929	
66960		3	41038	5	90002	30000	1+0	8000		930	
66961		3	41039	5	90002	30000	1+0	8000		931	
66962		3	41040	5	90002	30000	1+0	8000		932	
66963		3	41041	5	90002	30000	1+0	8000		933	
66964		3	41042	5	90002	30000	1+0	8000		934	
66965		3	41043	5	90002	30000	1+0	8000		935	
66966		3	41044	5	90002	30000	1+0	8000		936	
66967		3	41045	5	90002	30000	1+0	8000		937	
66968		3	41046	5	90002	30000	1+0	8000		938	
66969		3	41047	5	90002	30000	1+0	8000		939	
66970		3	41048	5	90002	30000	1+0	8000		940	
66971		3	41049	5	90002	30000	1+0	8000		941	
66972		3	41050	5	90002	30000	1+0	8000		942	
66973		3	41051	5	90002	30000	1+0	8000		943	
66974		3	41052	5	90002	30000	1+0	8000		944	
66975		3	41053	5	90002	30000	1+0	8000		945	
66976		3	41054	5	90002	30000	1+0	8000		946	
66977		3	41055	5	90002	30000	1+0	8000		947	
66978		3	41056	5	90002	30000	1+0	8000		948	
66979		3	41057	5	90002	30000	1+0	8000		949	
66980		3	41058	5	90002	30000	1+0	8000		950	
66981		3	41059	5	90002	30000	1+0	8000		951	
66982		3	41060	5	90002	30000	1+0	8000		952	
66983		3	41101	5	90002	30000	1+0	8000		953	
66984		3	41102	5	90002	30000	1+0	8000		954	
66985		3	41103	5	90002	30000	1+0	8000		955	
66986		3	41104	5	90002	30000	1+0	8000		956	
66987		3	41105	5	90002	30000	1+0	8000		957	
66988		3	41106	5	90002	30000	1+0	8000		958	
66989		3	41107	5	90002	30000	1+0	8000		959	
66990		3	41108	5	90002	30000	1+0	8000		960	
66991		3	41109	5	90002	30000	1+0	8000		961	
66992		3	41110	5	90002	30000	1+0	8000		962	
66993		3	41111	5	90002	30000	1+0	8000		963	
66994		3	41112	5	90002	30000	1+0	8000		964	
66995		3	41113	5	90002	30000	1+0	8000		965	
66996		3	41114	5	90002	30000	1+0	8000		966	
66997		3	41115	5	90002	30000	1+0	8000		967	
66998		3	41116	5	90002	30000	1+0	8000		968	
66999		3	41117	5	90002	30000	1+0	8000		969	
67000		3	41118	5	90002	30000	1+0	8000		970	
67001		3	41119	5	90002	30000	1+0	8000		971	
67002		3	41120	5	90002	30000	1+0	8000		972	
67003		3	41121	5	90002	30000	1+0	8000		973	
67004		3	41122	5	90002	30000	1+0	8000		974	
67005		3	41123	5	90002	30000	1+0	8000		975	
67006		3	41124	5	90002	30000	1+0	8000		976	
67007		3	41125	5	90002	30000	1+0	8000		977	
67008		3	41126	5	90002	30000	1+0	8000		978	
67009		3	41127	5	90002	30000	1+0	8000		979	
67010		3	41128	5	90002	30000	1+0	8000		980	
67011		3	41129	5	90002	30000	1+0	8000		981	
67012		3	41130	5	90002	30000	1+0	8000		982	
67013		3	54021	1	90101	720	1+0	6000		983	
67014		3	54022	1	90101	720	1+0	6000		984	
67015		3	54023	1	90101	720	1+0	6000		985	
67016		3	54024	1	90101	720	1+0	6000		986	
67017		3	54025	1	90101	720	1+0	6000		987	
67018		3	45003	1	90101	15	1+0	6000		988	
67019		3	45004	1	90101	22	1+0	6000		989	
67020		3	45008	1	90101	15	1+0	6000		990	
67021		3	45009	1	90101	22	1+0	6000		991	
67022		3	45013	1	90101	15	1+0	6000		992	
67023		3	45014	1	90101	22	1+0	6000		993	
67024		3	45018	1	90101	15	1+0	6000		994	
67025		3	45019	1	90101	22	1+0	6000		995	
67026		3	45101	1	90101	260	1+0	6000		996	
67027		3	44042	1	90101	150	1+0	6000		997	
67028		3	44046	1	90101	150	1+0	6000		998	
67029		3	44031	1	90101	12	1+0	6000		999	
67030		3	44032	1	90101	24	1+0	6000		1000	
67031		3	44033	1	90101	72	1+0	6000		1001	
67032		3	44034	1	90101	144	1+0	6000		1002	
67033		3	44023	1	90101	13	1+0	6000		1003	
67034		3	44024	1	90101	26	1+0	6000		1004	
67035		3	44025	1	90101	78	1+0	6000		1005	
67036		3	44026	1	90101	156	1+0	6000		1006	
67037		3	44036	1	90101	15	1+0	6000		1007	
67038		3	44037	1	90101	20	1+0	6000		1008	
67039		3	44038	1	90101	100	1+0	6000		1009	
67040		3	44039	1	90101	300	1+0	6000		1010	
67041		3	44010	1	90101	100	1+0	6000		1011	
67042		3	44011	1	90101	100	1+0	6000		1012	
67043		3	44012	1	90101	100	1+0	6000		1013	
67044		3	44013	1	90101	100	1+0	6000		1014	
67045		3	44014	1	90101	200	1+0	6000		1015	
67046		3	44015	1	90101	60	1+0	6000		1016	
67047		3	44016	1	90101	60	1+0	6000		1017	
67048		3	44017	1	90101	60	1+0	6000		1018	
67049		3	44018	1	90101	60	1+0	6000		1019	
67050		3	44019	1	90101	100	1+0	6000		1020	
67051		3	41001	2	90101	6	1+0	6000		1021	
67052		3	41002	5	90101	6	1+0	6000		1022	
67053		3	41003	5	90101	6	1+0	6000		1023	
67054		3	41004	5	90101	6	1+0	6000		1024	
67055		3	41005	5	90101	6	1+0	6000		1025	
67056		3	41006	5	90101	6	1+0	6000		1026	
67057		3	41007	5	90101	6	1+0	6000		1027	
67058		3	41008	5	90101	6	1+0	6000		1028	
67059		3	41009	5	90101	6	1+0	6000		1029	
67060		3	41010	5	90101	6	1+0	6000		1030	
67061		3	41011	5	90101	6	1+0	6000		1031	
67062		3	41012	5	90101	6	1+0	6000		1032	
67063		3	41013	5	90101	6	1+0	6000		1033	
67064		3	41014	5	90101	6	1+0	6000		1034	
67065		3	41015	5	90101	6	1+0	6000		1035	
67066		3	41016	5	90101	6	1+0	6000		1036	
67067		3	41017	5	90101	6	1+0	6000		1037	
67068		3	41018	5	90101	6	1+0	6000		1038	
67069		3	41019	5	90101	6	1+0	6000		1039	
67070		3	41020	5	90101	6	1+0	6000		1040	
67071		3	41021	5	90101	6	1+0	6000		1041	
67072		3	41022	5	90101	6	1+0	6000		1042	
67073		3	41023	5	90101	6	1+0	6000		1043	
67074		3	41024	5	90101	6	1+0	6000		1044	
67075		3	41025	5	90101	6	1+0	6000		1045	
67076		3	41026	5	90101	6	1+0	6000		1046	
67077		3	41027	5	90101	6	1+0	6000		1047	
67078		3	41028	5	90101	6	1+0	6000		1048	
67079		3	41029	5	90101	6	1+0	6000		1049	
67080		3	41030	5	90101	6	1+0	6000		1050	
67081		3	41031	5	90101	6	1+0	6000		1051	
67082		3	41032	5	90101	6	1+0	6000		1052	
67083		3	41033	5	90101	6	1+0	6000		1053	
67084		3	41034	5	90101	6	1+0	6000		1054	
67085		3	41035	5	90101	6	1+0	6000		1055	
67086		3	41036	5	90101	6	1+0	6000		1056	
67087		3	41037	5	90101	6	1+0	6000		1057	
67088		3	41038	5	90101	6	1+0	6000		1058	
67089		3	41039	5	90101	6	1+0	6000		1059	
67090		3	41040	5	90101	6	1+0	6000		1060	
67091		3	41041	5	90101	6	1+0	6000		1061	
67092		3	41042	5	90101	6	1+0	6000		1062	
67093		3	41043	5	90101	6	1+0	6000		1063	
67094		3	41044	5	90101	6	1+0	6000		1064	
67095		3	41045	5	90101	6	1+0	6000		1065	
67096		3	41046	5	90101	6	1+0	6000		1066	
67097		3	41047	5	90101	6	1+0	6000		1067	
67098		3	41048	5	90101	6	1+0	6000		1068	
67099		3	41049	5	90101	6	1+0	6000		1069	
67100		3	41050	5	90101	6	1+0	6000		1070	
67101		3	41051	5	90101	6	1+0	6000		1071	
67102		3	41052	5	90101	6	1+0	6000		1072	
67103		3	41053	5	90101	6	1+0	6000		1073	
67104		3	41054	5	90101	6	1+0	6000		1074	
67105		3	41055	5	90101	6	1+0	6000		1075	
67106		3	41056	5	90101	6	1+0	6000		1076	
67107		3	41057	5	90101	6	1+0	6000		1077	
67108		3	41058	5	90101	6	1+0	6000		1078	
67109		3	41059	5	90101	6	1+0	6000		1079	
67110		3	41060	5	90101	6	1+0	6000		1080	
67111		3	41101	5	90101	6	1+0	6000		1081	
67112		3	41102	5	90101	6	1+0	6000		1082	
67113		3	41103	5	90101	6	1+0	6000		1083	
67114		3	41104	5	90101	6	1+0	6000		1084	
67115		3	41105	5	90101	6	1+0	6000		1085	
67116		3	41106	5	90101	6	1+0	6000		1086	
67117		3	41107	5	90101	6	1+0	6000		1087	
67118		3	41108	5	90101	6	1+0	6000		1088	
67119		3	41109	5	90101	6	1+0	6000		1089	
67120		3	41110	5	90101	6	1+0	6000		1090	
67121		3	41111	5	90101	6	1+0	6000		1091	
67122		3	41112	5	90101	6	1+0	6000		1092	
67123		3	41113	5	90101	6	1+0	6000		1093	
67124		3	41114	5	90101	6	1+0	6000		1094	
67125		3	41115	5	90101	6	1+0	6000		1095	
67126		3	41116	5	90101	6	1+0	6000		1096	
67127		3	41117	5	90101	6	1+0	6000		1097	
67128		3	41118	5	90101	6	1+0	6000		1098	
67129		3	41119	5	90101	6	1+0	6000		1099	
67130		3	41120	5	90101	6	1+0	6000		1100	
67131		3	41121	5	90101	6	1+0	6000		1101	
67132		3	41122	5	90101	6	1+0	6000		1102	
67133		3	41123	5	90101	6	1+0	6000		1103	
67134		3	41124	5	90101	6	1+0	6000		1104	
67135		3	41125	5	90101	6	1+0	6000		1105	
67136		3	41126	5	90101	6	1+0	6000		1106	
67137		3	41127	5	90101	6	1+0	6000		1107	
67138		3	41128	5	90101	6	1+0	6000		1108	
67139		3	41129	5	90101	6	1+0	6000		1109	
67140		3	41130	5	90101	6	1+0	6000		1110	
67141		3	45003	1	90001	75000	1+0	6000		1111	
67142		3	45004	1	90001	110000	1+0	6000		1112	
67143		3	45008	1	90001	75000	1+0	6000		1113	
67144		3	45009	1	90001	110000	1+0	6000		1114	
67145		3	45013	1	90001	75000	1+0	6000		1115	
67146		3	45014	1	90001	110000	1+0	6000		1116	
67147		3	45018	1	90001	75000	1+0	6000		1117	
67148		3	45019	1	90001	110000	1+0	6000		1118	
67149		3	45101	1	90001	1300000	1+0	6000		1119	
67150		3	44042	1	90001	750000	1+0	6000		1120	
67151		3	44046	1	90001	750000	1+0	6000		1121	
67152		3	44031	1	90001	60000	1+0	6000		1122	
67153		3	44032	1	90001	120000	1+0	6000		1123	
67154		3	44033	1	90001	360000	1+0	6000		1124	
67155		3	44034	1	90001	720000	1+0	6000		1125	
67156		3	44023	1	90001	65000	1+0	6000		1126	
67157		3	44024	1	90001	130000	1+0	6000		1127	
67158		3	44025	1	90001	390000	1+0	6000		1128	
67159		3	44026	1	90001	780000	1+0	6000		1129	
67160		3	44036	1	90001	75000	1+0	6000		1130	
67161		3	44037	1	90001	100000	1+0	6000		1131	
67162		3	44010	1	90001	500000	1+0	6000		1132	
67163		3	44011	1	90001	500000	1+0	6000		1133	
67164		3	44012	1	90001	500000	1+0	6000		1134	
67165		3	44013	1	90001	500000	1+0	6000		1135	
67166		3	44014	1	90001	1000000	1+0	6000		1136	
67167		3	44015	1	90001	300000	1+0	6000		1137	
67168		3	44016	1	90001	300000	1+0	6000		1138	
67169		3	44017	1	90001	300000	1+0	6000		1139	
67170		3	44018	1	90001	300000	1+0	6000		1140	
67171		3	44019	1	90001	500000	1+0	6000		1141	
67172		3	41001	2	90001	30000	1+0	6000		1142	
67173		3	41002	5	90001	30000	1+0	6000		1143	
67174		3	41003	5	90001	30000	1+0	6000		1144	
67175		3	41004	5	90001	30000	1+0	6000		1145	
67176		3	41005	5	90001	30000	1+0	6000		1146	
67177		3	41006	5	90001	30000	1+0	6000		1147	
67178		3	41007	5	90001	30000	1+0	6000		1148	
67179		3	41008	5	90001	30000	1+0	6000		1149	
67180		3	41009	5	90001	30000	1+0	6000		1150	
67181		3	41010	5	90001	30000	1+0	6000		1151	
67182		3	41011	5	90001	30000	1+0	6000		1152	
67183		3	41012	5	90001	30000	1+0	6000		1153	
67184		3	41013	5	90001	30000	1+0	6000		1154	
67185		3	41014	5	90001	30000	1+0	6000		1155	
67186		3	41015	5	90001	30000	1+0	6000		1156	
67187		3	41016	5	90001	30000	1+0	6000		1157	
67188		3	41017	5	90001	30000	1+0	6000		1158	
67189		3	41018	5	90001	30000	1+0	6000		1159	
67190		3	41019	5	90001	30000	1+0	6000		1160	
67191		3	41020	5	90001	30000	1+0	6000		1161	
67192		3	41021	5	90001	30000	1+0	6000		1162	
67193		3	41022	5	90001	30000	1+0	6000		1163	
67194		3	41023	5	90001	30000	1+0	6000		1164	
67195		3	41024	5	90001	30000	1+0	6000		1165	
67196		3	41025	5	90001	30000	1+0	6000		1166	
67197		3	41026	5	90001	30000	1+0	6000		1167	
67198		3	41027	5	90001	30000	1+0	6000		1168	
67199		3	41028	5	90001	30000	1+0	6000		1169	
67200		3	41029	5	90001	30000	1+0	6000		1170	
67201		3	41030	5	90001	30000	1+0	6000		1171	
67202		3	41031	5	90001	30000	1+0	6000		1172	
67203		3	41032	5	90001	30000	1+0	6000		1173	
67204		3	41033	5	90001	30000	1+0	6000		1174	
67205		3	41034	5	90001	30000	1+0	6000		1175	
67206		3	41035	5	90001	30000	1+0	6000		1176	
67207		3	41036	5	90001	30000	1+0	6000		1177	
67208		3	41037	5	90001	30000	1+0	6000		1178	
67209		3	41038	5	90001	30000	1+0	6000		1179	
67210		3	41039	5	90001	30000	1+0	6000		1180	
67211		3	41040	5	90001	30000	1+0	6000		1181	
67212		3	41041	5	90001	30000	1+0	6000		1182	
67213		3	41042	5	90001	30000	1+0	6000		1183	
67214		3	41043	5	90001	30000	1+0	6000		1184	
67215		3	41044	5	90001	30000	1+0	6000		1185	
67216		3	41045	5	90001	30000	1+0	6000		1186	
67217		3	41046	5	90001	30000	1+0	6000		1187	
67218		3	41047	5	90001	30000	1+0	6000		1188	
67219		3	41048	5	90001	30000	1+0	6000		1189	
67220		3	41049	5	90001	30000	1+0	6000		1190	
67221		3	41050	5	90001	30000	1+0	6000		1191	
67222		3	41051	5	90001	30000	1+0	6000		1192	
67223		3	41052	5	90001	30000	1+0	6000		1193	
67224		3	41053	5	90001	30000	1+0	6000		1194	
67225		3	41054	5	90001	30000	1+0	6000		1195	
67226		3	41055	5	90001	30000	1+0	6000		1196	
67227		3	41056	5	90001	30000	1+0	6000		1197	
67228		3	41057	5	90001	30000	1+0	6000		1198	
67229		3	41058	5	90001	30000	1+0	6000		1199	
67230		3	41059	5	90001	30000	1+0	6000		1200	
67231		3	41060	5	90001	30000	1+0	6000		1201	
67232		3	41101	5	90001	30000	1+0	6000		1202	
67233		3	41102	5	90001	30000	1+0	6000		1203	
67234		3	41103	5	90001	30000	1+0	6000		1204	
67235		3	41104	5	90001	30000	1+0	6000		1205	
67236		3	41105	5	90001	30000	1+0	6000		1206	
67237		3	41106	5	90001	30000	1+0	6000		1207	
67238		3	41107	5	90001	30000	1+0	6000		1208	
67239		3	41108	5	90001	30000	1+0	6000		1209	
67240		3	41109	5	90001	30000	1+0	6000		1210	
67241		3	41110	5	90001	30000	1+0	6000		1211	
67242		3	41111	5	90001	30000	1+0	6000		1212	
67243		3	41112	5	90001	30000	1+0	6000		1213	
67244		3	41113	5	90001	30000	1+0	6000		1214	
67245		3	41114	5	90001	30000	1+0	6000		1215	
67246		3	41115	5	90001	30000	1+0	6000		1216	
67247		3	41116	5	90001	30000	1+0	6000		1217	
67248		3	41117	5	90001	30000	1+0	6000		1218	
67249		3	41118	5	90001	30000	1+0	6000		1219	
67250		3	41119	5	90001	30000	1+0	6000		1220	
67251		3	41120	5	90001	30000	1+0	6000		1221	
67252		3	41121	5	90001	30000	1+0	6000		1222	
67253		3	41122	5	90001	30000	1+0	6000		1223	
67254		3	41123	5	90001	30000	1+0	6000		1224	
67255		3	41124	5	90001	30000	1+0	6000		1225	
67256		3	41125	5	90001	30000	1+0	6000		1226	
67257		3	41126	5	90001	30000	1+0	6000		1227	
67258		3	41127	5	90001	30000	1+0	6000		1228	
67259		3	41128	5	90001	30000	1+0	6000		1229	
67260		3	41129	5	90001	30000	1+0	6000		1230	
67261		3	41130	5	90001	30000	1+0	6000		1231	
67262		3	45003	1	90003	75000	1+0	6000		1232	
67263		3	45004	1	90003	110000	1+0	6000		1233	
67264		3	45008	1	90003	75000	1+0	6000		1234	
67265		3	45009	1	90003	110000	1+0	6000		1235	
67266		3	45013	1	90003	75000	1+0	6000		1236	
67267		3	45014	1	90003	110000	1+0	6000		1237	
67268		3	45018	1	90003	75000	1+0	6000		1238	
67269		3	45019	1	90003	110000	1+0	6000		1239	
67270		3	45101	1	90003	1300000	1+0	6000		1240	
67271		3	44042	1	90003	750000	1+0	6000		1241	
67272		3	44046	1	90003	750000	1+0	6000		1242	
67273		3	44031	1	90003	60000	1+0	6000		1243	
67274		3	44032	1	90003	120000	1+0	6000		1244	
67275		3	44033	1	90003	360000	1+0	6000		1245	
67276		3	44034	1	90003	720000	1+0	6000		1246	
67277		3	44023	1	90003	65000	1+0	6000		1247	
67278		3	44024	1	90003	130000	1+0	6000		1248	
67279		3	44025	1	90003	390000	1+0	6000		1249	
67280		3	44026	1	90003	780000	1+0	6000		1250	
67281		3	44036	1	90003	75000	1+0	6000		1251	
67282		3	44037	1	90003	100000	1+0	6000		1252	
67283		3	44010	1	90003	500000	1+0	6000		1253	
67284		3	44011	1	90003	500000	1+0	6000		1254	
67285		3	44012	1	90003	500000	1+0	6000		1255	
67286		3	44013	1	90003	500000	1+0	6000		1256	
67287		3	44014	1	90003	1000000	1+0	6000		1257	
67288		3	44015	1	90003	300000	1+0	6000		1258	
67289		3	44016	1	90003	300000	1+0	6000		1259	
67290		3	44017	1	90003	300000	1+0	6000		1260	
67291		3	44018	1	90003	300000	1+0	6000		1261	
67292		3	44019	1	90003	500000	1+0	6000		1262	
67293		3	41001	2	90003	30000	1+0	6000		1263	
67294		3	41002	5	90003	30000	1+0	6000		1264	
67295		3	41003	5	90003	30000	1+0	6000		1265	
67296		3	41004	5	90003	30000	1+0	6000		1266	
67297		3	41005	5	90003	30000	1+0	6000		1267	
67298		3	41006	5	90003	30000	1+0	6000		1268	
67299		3	41007	5	90003	30000	1+0	6000		1269	
67300		3	41008	5	90003	30000	1+0	6000		1270	
67301		3	41009	5	90003	30000	1+0	6000		1271	
67302		3	41010	5	90003	30000	1+0	6000		1272	
67303		3	41011	5	90003	30000	1+0	6000		1273	
67304		3	41012	5	90003	30000	1+0	6000		1274	
67305		3	41013	5	90003	30000	1+0	6000		1275	
67306		3	41014	5	90003	30000	1+0	6000		1276	
67307		3	41015	5	90003	30000	1+0	6000		1277	
67308		3	41016	5	90003	30000	1+0	6000		1278	
67309		3	41017	5	90003	30000	1+0	6000		1279	
67310		3	41018	5	90003	30000	1+0	6000		1280	
67311		3	41019	5	90003	30000	1+0	6000		1281	
67312		3	41020	5	90003	30000	1+0	6000		1282	
67313		3	41021	5	90003	30000	1+0	6000		1283	
67314		3	41022	5	90003	30000	1+0	6000		1284	
67315		3	41023	5	90003	30000	1+0	6000		1285	
67316		3	41024	5	90003	30000	1+0	6000		1286	
67317		3	41025	5	90003	30000	1+0	6000		1287	
67318		3	41026	5	90003	30000	1+0	6000		1288	
67319		3	41027	5	90003	30000	1+0	6000		1289	
67320		3	41028	5	90003	30000	1+0	6000		1290	
67321		3	41029	5	90003	30000	1+0	6000		1291	
67322		3	41030	5	90003	30000	1+0	6000		1292	
67323		3	41031	5	90003	30000	1+0	6000		1293	
67324		3	41032	5	90003	30000	1+0	6000		1294	
67325		3	41033	5	90003	30000	1+0	6000		1295	
67326		3	41034	5	90003	30000	1+0	6000		1296	
67327		3	41035	5	90003	30000	1+0	6000		1297	
67328		3	41036	5	90003	30000	1+0	6000		1298	
67329		3	41037	5	90003	30000	1+0	6000		1299	
67330		3	41038	5	90003	30000	1+0	6000		1300	
67331		3	41039	5	90003	30000	1+0	6000		1301	
67332		3	41040	5	90003	30000	1+0	6000		1302	
67333		3	41041	5	90003	30000	1+0	6000		1303	
67334		3	41042	5	90003	30000	1+0	6000		1304	
67335		3	41043	5	90003	30000	1+0	6000		1305	
67336		3	41044	5	90003	30000	1+0	6000		1306	
67337		3	41045	5	90003	30000	1+0	6000		1307	
67338		3	41046	5	90003	30000	1+0	6000		1308	
67339		3	41047	5	90003	30000	1+0	6000		1309	
67340		3	41048	5	90003	30000	1+0	6000		1310	
67341		3	41049	5	90003	30000	1+0	6000		1311	
67342		3	41050	5	90003	30000	1+0	6000		1312	
67343		3	41051	5	90003	30000	1+0	6000		1313	
67344		3	41052	5	90003	30000	1+0	6000		1314	
67345		3	41053	5	90003	30000	1+0	6000		1315	
67346		3	41054	5	90003	30000	1+0	6000		1316	
67347		3	41055	5	90003	30000	1+0	6000		1317	
67348		3	41056	5	90003	30000	1+0	6000		1318	
67349		3	41057	5	90003	30000	1+0	6000		1319	
67350		3	41058	5	90003	30000	1+0	6000		1320	
67351		3	41059	5	90003	30000	1+0	6000		1321	
67352		3	41060	5	90003	30000	1+0	6000		1322	
67353		3	41101	5	90003	30000	1+0	6000		1323	
67354		3	41102	5	90003	30000	1+0	6000		1324	
67355		3	41103	5	90003	30000	1+0	6000		1325	
67356		3	41104	5	90003	30000	1+0	6000		1326	
67357		3	41105	5	90003	30000	1+0	6000		1327	
67358		3	41106	5	90003	30000	1+0	6000		1328	
67359		3	41107	5	90003	30000	1+0	6000		1329	
67360		3	41108	5	90003	30000	1+0	6000		1330	
67361		3	41109	5	90003	30000	1+0	6000		1331	
67362		3	41110	5	90003	30000	1+0	6000		1332	
67363		3	41111	5	90003	30000	1+0	6000		1333	
67364		3	41112	5	90003	30000	1+0	6000		1334	
67365		3	41113	5	90003	30000	1+0	6000		1335	
67366		3	41114	5	90003	30000	1+0	6000		1336	
67367		3	41115	5	90003	30000	1+0	6000		1337	
67368		3	41116	5	90003	30000	1+0	6000		1338	
67369		3	41117	5	90003	30000	1+0	6000		1339	
67370		3	41118	5	90003	30000	1+0	6000		1340	
67371		3	41119	5	90003	30000	1+0	6000		1341	
67372		3	41120	5	90003	30000	1+0	6000		1342	
67373		3	41121	5	90003	30000	1+0	6000		1343	
67374		3	41122	5	90003	30000	1+0	6000		1344	
67375		3	41123	5	90003	30000	1+0	6000		1345	
67376		3	41124	5	90003	30000	1+0	6000		1346	
67377		3	41125	5	90003	30000	1+0	6000		1347	
67378		3	41126	5	90003	30000	1+0	6000		1348	
67379		3	41127	5	90003	30000	1+0	6000		1349	
67380		3	41128	5	90003	30000	1+0	6000		1350	
67381		3	41129	5	90003	30000	1+0	6000		1351	
67382		3	41130	5	90003	30000	1+0	6000		1352	
67383		3	45003	1	90002	75000	1+0	6000		1353	
67384		3	45004	1	90002	110000	1+0	6000		1354	
67385		3	45008	1	90002	75000	1+0	6000		1355	
67386		3	45009	1	90002	110000	1+0	6000		1356	
67387		3	45013	1	90002	75000	1+0	6000		1357	
67388		3	45014	1	90002	110000	1+0	6000		1358	
67389		3	45018	1	90002	75000	1+0	6000		1359	
67390		3	45019	1	90002	110000	1+0	6000		1360	
67391		3	45101	1	90002	1300000	1+0	6000		1361	
67392		3	44042	1	90002	750000	1+0	6000		1362	
67393		3	44046	1	90002	750000	1+0	6000		1363	
67394		3	44031	1	90002	60000	1+0	6000		1364	
67395		3	44032	1	90002	120000	1+0	6000		1365	
67396		3	44033	1	90002	360000	1+0	6000		1366	
67397		3	44034	1	90002	720000	1+0	6000		1367	
67398		3	44023	1	90002	65000	1+0	6000		1368	
67399		3	44024	1	90002	130000	1+0	6000		1369	
67400		3	44025	1	90002	390000	1+0	6000		1370	
67401		3	44026	1	90002	780000	1+0	6000		1371	
67402		3	44036	1	90002	75000	1+0	6000		1372	
67403		3	44037	1	90002	100000	1+0	6000		1373	
67404		3	44010	1	90002	500000	1+0	6000		1374	
67405		3	44011	1	90002	500000	1+0	6000		1375	
67406		3	44012	1	90002	500000	1+0	6000		1376	
67407		3	44013	1	90002	500000	1+0	6000		1377	
67408		3	44014	1	90002	1000000	1+0	6000		1378	
67409		3	44015	1	90002	300000	1+0	6000		1379	
67410		3	44016	1	90002	300000	1+0	6000		1380	
67411		3	44017	1	90002	300000	1+0	6000		1381	
67412		3	44018	1	90002	300000	1+0	6000		1382	
67413		3	44019	1	90002	500000	1+0	6000		1383	
67414		3	41001	2	90002	30000	1+0	6000		1384	
67415		3	41002	5	90002	30000	1+0	6000		1385	
67416		3	41003	5	90002	30000	1+0	6000		1386	
67417		3	41004	5	90002	30000	1+0	6000		1387	
67418		3	41005	5	90002	30000	1+0	6000		1388	
67419		3	41006	5	90002	30000	1+0	6000		1389	
67420		3	41007	5	90002	30000	1+0	6000		1390	
67421		3	41008	5	90002	30000	1+0	6000		1391	
67422		3	41009	5	90002	30000	1+0	6000		1392	
67423		3	41010	5	90002	30000	1+0	6000		1393	
67424		3	41011	5	90002	30000	1+0	6000		1394	
67425		3	41012	5	90002	30000	1+0	6000		1395	
67426		3	41013	5	90002	30000	1+0	6000		1396	
67427		3	41014	5	90002	30000	1+0	6000		1397	
67428		3	41015	5	90002	30000	1+0	6000		1398	
67429		3	41016	5	90002	30000	1+0	6000		1399	
67430		3	41017	5	90002	30000	1+0	6000		1400	
67431		3	41018	5	90002	30000	1+0	6000		1401	
67432		3	41019	5	90002	30000	1+0	6000		1402	
67433		3	41020	5	90002	30000	1+0	6000		1403	
67434		3	41021	5	90002	30000	1+0	6000		1404	
67435		3	41022	5	90002	30000	1+0	6000		1405	
67436		3	41023	5	90002	30000	1+0	6000		1406	
67437		3	41024	5	90002	30000	1+0	6000		1407	
67438		3	41025	5	90002	30000	1+0	6000		1408	
